Party,Criminal Case,Total Assets,Liabilities,state,Education,SC,ST,Doctor,Advocate
BJP,2,310000000,120000000,ANDHRA PRADESH,Graduate Professional,0,0,0,0
INC,8,380000000,40000000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,0,30000000,9600000,DELHI,Graduate Professional,0,0,0,0
AITC,0,8300000,20000000,WEST BENGAL,Graduate Professional,0,0,0,0
AAP,4,70000000,30000000,MADHYA PRADESH,Post Graduate,0,0,0,0
BJP,0,8800000,4500000,TRIPURA,12th Pass,0,0,0,0
BJP,0,10000000,400000,GUJARAT,8th Pass,0,1,0,0
BJP,0,10000000,0,WEST BENGAL,10th Pass,1,0,0,0
RJD,4,10000000,0,BIHAR,Doctorate,1,0,0,0
JD(U),0,10000000,400000,BIHAR,Doctorate,0,0,0,0
CPI(M),1,10000000,1000000,KERALA,Graduate Professional,0,0,0,1
BJP,0,70000000,0,HARYANA,Graduate,0,0,0,0
BJP,1,10000000,400000,UTTAR PRADESH,Graduate,0,0,0,0
DMK,25,90000000,20000000,TAMIL NADU,12th Pass,0,0,0,0
INC,0,40000000,600000,PUNJAB,Post Graduate,0,0,0,0
JMM,0,920000000,4100000,JHARKHAND,12th Pass,0,0,0,0
BJP,0,2000000,0,TRIPURA,Post Graduate,0,0,0,0
BJP,4,90000000,1400000,WEST BENGAL,12th Pass,0,0,0,0
INC,0,520000000,700000000,KARNATAKA,Post Graduate,0,0,0,0
IND,18,150000000,2400000,DELHI,10th Pass,0,0,0,0
BJP,0,10000000,10000000,HARYANA,12th Pass,0,0,0,0
AITC,2,190000000,4400000,WEST BENGAL,Graduate,1,0,0,0
BJP,0,40000000,3900000,MANIPUR,Post Graduate,0,0,0,0
BJP,13,10000000,4800000,MANIPUR,Post Graduate,0,1,0,0
SP,5,10000000,1600000,UTTAR PRADESH,Graduate Professional,0,0,0,0
INC,0,190000000,0,GUJARAT,10th Pass,0,0,0,0
AAP,0,120000000,2100000,MAHARASHTRA,12th Pass,0,0,0,0
BJP,0,60000000,10000000,ANDHRA PRADESH,Post Graduate,0,0,0,0
BJP,0,10000000,3500000,UTTARAKHAND,Graduate,0,0,0,0
BJP,0,10000000,10000000,UTTAR PRADESH,12th Pass,0,0,0,0
INC,0,50000000,10000000,MADHYA PRADESH,Post Graduate,0,1,0,0
AITC,0,9000000,0,WEST BENGAL,Graduate,1,0,0,0
JD(U),0,20000000,10000000,BIHAR,12th Pass,0,0,0,0
IND,1,530000000,6000000,HARYANA,10th Pass,0,0,0,0
BJP,0,10000000,5200000,BIHAR,Doctorate,0,0,1,0
BJP,1,3300000,470000000,KARNATAKA,Graduate Professional,0,0,0,0
DMK,4,150000000,7400000,TAMIL NADU,12th Pass,0,0,0,0
BJP,0,100000000,0,GUJARAT,10th Pass,0,0,0,0
CPI(M),7,5900000,1400000,KERALA,Graduate Professional,0,0,0,1
BJP,8,210000000,280000000,KARNATAKA,12th Pass,0,0,0,0
INC,0,7800000,9500000,KARNATAKA,12th Pass,0,0,0,0
YSRCP,0,2000000,10000000,ANDHRA PRADESH,Post Graduate,0,0,0,0
BJP,3,5700000,1700000,WEST BENGAL,Graduate Professional,0,0,0,0
BJP,1,0,6000000,RAJASTHAN,Post Graduate,0,1,0,0
SP,1,10000000,1000000,UTTAR PRADESH,Graduate Professional,1,0,1,0
INC,12,9300000,90000000,KARNATAKA,12th Pass,0,0,0,0
SP,1,130000000,0,UTTAR PRADESH,Post Graduate,1,0,1,0
INC,0,9900000,6100000,CHHATTISGARH,Post Graduate,0,0,0,0
BJP,0,20000000,1200000,UTTAR PRADESH,12th Pass,1,0,0,0
AAP,1,10000000,20000000,HIMACHAL PRADESH,Graduate Professional,1,0,0,0
INC,10,330000000,7500000,KERALA,Graduate Professional,0,0,0,0
BJD,1,9500000,1000000,ODISHA,Post Graduate,0,0,0,0
BJP,1,5600000,3300000,ARUNACHAL PRADESH,Post Graduate,0,0,1,0
BJP,6,20000000,4400000,MADHYA PRADESH,Doctorate,0,0,0,0
BJP,1,8600000,220000000,CHHATTISGARH,Post Graduate,0,0,0,0
BJP,0,10000000,0,WEST BENGAL,Graduate,1,0,0,0
TDP,0,8600000,4100000,MEGHALAYA,12th Pass,0,0,0,0
AAP,1,600000,2200000,PUNJAB,12th Pass,0,0,0,0
BJP,1,190000000,8200000,HARYANA,10th Pass,0,0,0,0
CPI(M),1,5700000,0,KERALA,10th Pass,0,0,0,0
AAP,0,10000000,600000,DELHI,12th Pass,0,0,0,0
BJP,0,20000000,0,GUJARAT,10th Pass,0,0,0,0
BJP,0,40000000,3300000,RAJASTHAN,10th Pass,0,0,0,0
BJP,0,80000000,1500000,UTTAR PRADESH,Graduate,0,0,0,0
YSRCP,1,140000000,10000000,ANDHRA PRADESH,Post Graduate,0,0,0,0
BJP,0,10000000,100000,WEST BENGAL,10th Pass,0,0,0,0
NCP,0,10000000,10000000,GUJARAT,8th Pass,0,1,0,0
INC,0,90000000,0,MANIPUR,10th Pass,0,0,0,0
BJD,5,300000000,1300000,ODISHA,Post Graduate,0,0,0,0
BJP,1,6500000,2000000,UTTAR PRADESH,Graduate Professional,0,0,0,0
BJP,0,70000000,8400000,HIMACHAL PRADESH,Graduate Professional,0,0,0,0
AITC,0,0,0,WEST BENGAL,Graduate Professional,0,0,0,0
BJP,0,140000000,50000000,ANDHRA PRADESH,10th Pass,0,0,0,0
BJP,4,20000000,0,WEST BENGAL,10th Pass,0,0,0,0
AITC,0,40000000,1700000,WEST BENGAL,Post Graduate,0,0,0,0
INC,3,10000000,4300000,HARYANA,Graduate,0,0,0,0
BJP,0,20000000,0,UTTAR PRADESH,Graduate,1,0,0,0
BJP,0,10000000,0,UTTAR PRADESH,Graduate Professional,1,0,0,0
BJP,1,110000000,200000000,UTTAR PRADESH,Graduate Professional,0,0,0,0
BJP,1,400000000,600000,RAJASTHAN,Others,0,0,0,0
INC,1,50000000,1800000,ANDHRA PRADESH,Post Graduate,1,0,0,0
SP,0,40000000,1000000,UTTAR PRADESH,Graduate Professional,0,0,1,0
JD(U),0,10000000,50000,BIHAR,12th Pass,0,0,0,0
BJP,2,5600000,1200000,UTTAR PRADESH,12th Pass,1,0,0,0
BJP,0,20000000,5000000,NAGALAND,Post Graduate,0,1,0,0
DMK,3,6700000,20000000,TAMIL NADU,Graduate Professional,0,0,0,0
INC,1,230000000,1000000,PUDUCHERRY,Graduate,0,0,0,0
YSRCP,0,20000000,60000000,ANDHRA PRADESH,Post Graduate,0,0,0,0
AAP,1,150000000,7200000,PUNJAB,Post Graduate,0,0,0,0
RJD,1,260000000,0,BIHAR,10th Pass,0,0,0,0
BJP,0,10000000,1500000,UTTAR PRADESH,12th Pass,1,0,0,0
INC,0,1500000,200000000,MADHYA PRADESH,8th Pass,0,1,0,0
AITC,1,100000000,0,WEST BENGAL,10th Pass,0,0,0,0
AITC,1,9000000,0,WEST BENGAL,Post Graduate,0,0,0,0
INC,3,10000000,40000000,KARNATAKA,8th Pass,0,0,0,0
BJP,0,190000000,2900000,UTTAR PRADESH,Graduate,0,0,0,0
DMK,0,150000000,20000000,TAMIL NADU,Graduate Professional,0,0,0,0
BJP,1,30000000,260000000,TAMIL NADU,Post Graduate,1,0,0,0
BJP,0,240000000,170000000,KARNATAKA,Graduate Professional,0,0,0,0
INC,15,40000000,4300000,RAJASTHAN,12th Pass,0,0,0,0
INC,2,150000000,20000000,KARNATAKA,12th Pass,0,0,0,0
AAP,0,10000000,900000,DELHI,Graduate Professional,0,0,0,0
NDPP,0,40000000,5200000,NAGALAND,Post Graduate,0,1,0,0
AIADMK,25,1600000,0,TAMIL NADU,8th Pass,0,0,0,0
INC,3,0,40000000,DELHI,Graduate Professional,0,0,0,0
BJP,0,10000000,100000,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,0,140000000,60000000,MAHARASHTRA,10th Pass,0,0,0,0
Sikkim Krantikari Morcha,0,0,200000,SIKKIM,Graduate,0,0,0,0
AITC,0,8300000,0,WEST BENGAL,10th Pass,0,0,0,0
JD(S),0,70000000,20000000,KARNATAKA,Graduate Professional,0,0,1,0
SHS,0,180000000,10000000,MAHARASHTRA,12th Pass,0,0,0,0
BJP,0,180000000,0,PUDUCHERRY,Post Graduate,0,0,0,0
BJP,1,50000000,10000000,UTTAR PRADESH,Others,1,0,0,0
BJP,0,10000000,10000000,UTTAR PRADESH,12th Pass,0,1,0,0
BJD,5,800000,600000,ODISHA,12th Pass,0,0,0,0
JD(U),1,40000000,10000000,MANIPUR,12th Pass,0,0,0,0
AAP,0,3700000,2000000,DELHI,12th Pass,0,0,0,0
BJP,1,10000000,10000000,UTTAR PRADESH,Graduate,1,0,0,0
YSRCP,4,10000000,3200000,ANDHRA PRADESH,12th Pass,0,0,0,0
BJP,0,10000000,40000000,BIHAR,12th Pass,1,0,1,0
BJD,5,10000000,0,TRIPURA,12th Pass,1,0,0,0
BJP,12,50000000,20000000,UTTAR PRADESH,12th Pass,0,0,0,0
INC,0,20000000,5300000,CHHATTISGARH,Post Graduate,0,1,0,0
AITC,1,10000000,800000,WEST BENGAL,Graduate Professional,0,0,0,0
BJP,0,10000000,10000000,HARYANA,Graduate,0,0,0,0
INC,0,9500000,0,WEST BENGAL,10th Pass,0,1,0,0
AIADMK,0,50000000,4100000,TAMIL NADU,12th Pass,0,0,0,0
AAP,1,10000000,1100000,PUNJAB,Graduate Professional,0,0,0,0
BJP,1,670000000,3100000,KARNATAKA,Graduate,0,0,0,0
BJP,0,0,800000,NAGALAND,Post Graduate,0,1,0,0
BJP,0,260000000,4400000,MADHYA PRADESH,8th Pass,1,0,0,0
DMK,23,9600000,7900000,TAMIL NADU,Graduate Professional,0,0,0,0
IND,0,150000000,2900000,KARNATAKA,Graduate,0,0,0,0
BJP,0,0,40000000,MADHYA PRADESH,Graduate Professional,1,0,1,0
NCP,5,500000,100000000,MAHARASHTRA,12th Pass,0,0,0,0
AITC,1,10000000,0,WEST BENGAL,Post Graduate,0,0,0,0
NCP,4,40000000,20000000,MAHARASHTRA,10th Pass,0,0,0,0
TDP,0,140000000,7500000,RAJASTHAN,Post Graduate,0,0,0,0
INC,1,100000000,8700000,HARYANA,Graduate,0,0,0,0
BJP,5,190000000,200000000,MAHARASHTRA,Graduate Professional,0,0,0,0
AITC,0,30000000,0,WEST BENGAL,Post Graduate,1,0,0,0
BJP,1,40000000,0,UTTAR PRADESH,Graduate Professional,1,0,0,0
AITC,0,30000000,10000000,NAGALAND,Graduate,1,0,0,0
BJP,0,10000000,800000,GUJARAT,12th Pass,0,1,0,0
BJP,1,20000000,400000,WEST BENGAL,Graduate Professional,1,0,0,0
BJP,2,1050000000,190000000,KARNATAKA,12th Pass,0,0,0,0
BJD,0,2600000,1400000,PUNJAB,Graduate Professional,0,0,0,0
JD(U),11,190000000,0,DELHI,12th Pass,0,0,0,0
INC,0,1400000,2000000,ARUNACHAL PRADESH,10th Pass,0,0,0,0
NDPP,0,6200000,5200000,NAGALAND,Post Graduate,0,1,0,0
SHS,0,50000000,10000000,MADHYA PRADESH,12th Pass,0,0,0,0
BJP,0,50000000,4700000,MADHYA PRADESH,Others,0,0,0,0
BJP,0,100000000,0,ASSAM,10th Pass,0,0,0,0
BJD,5,10000000,7500000,ODISHA,10th Pass,0,0,0,0
BJD,1,300000000,1100000,ODISHA,Post Graduate,0,0,0,0
BJP,0,140000000,2000000,UTTAR PRADESH,Graduate,1,0,0,0
BJP,0,10000000,3100000,MADHYA PRADESH,Post Graduate,0,0,0,0
YSRCP,0,160000000,1800000,ANDHRA PRADESH,Post Graduate,0,0,0,0
BJP,0,110000000,800000,HIMACHAL PRADESH,Graduate Professional,1,1,0,0
AITC,0,300000,0,WEST BENGAL,Post Graduate,1,0,0,0
TDP,0,160000000,150000000,ANDHRA PRADESH,Graduate Professional,0,0,0,0
INC,0,6600000,1800000,MADHYA PRADESH,Graduate Professional,0,0,0,0
BJP,0,100000000,50000000,GUJARAT,10th Pass,0,0,0,0
IND,0,60000000,4200000,NAGALAND,Graduate Professional,0,0,0,0
AAP,1,40000000,2400000,DELHI,Post Graduate,0,0,0,0
BJP,1,110000000,700000,TRIPURA,10th Pass,0,0,0,0
BJP,0,10000000,700000,UTTAR PRADESH,Graduate,1,0,0,0
BJP,0,70000000,10000000,JHARKHAND,Graduate Professional,0,0,0,0
SP,0,130000000,1000000,UTTAR PRADESH,Post Graduate,0,0,1,0
BJP,3,5500000,4900000,MADHYA PRADESH,12th Pass,1,0,0,0
YSRCP,0,160000000,10000000,ANDHRA PRADESH,Graduate Professional,0,0,0,0
BJP,0,0,500000,HARYANA,12th Pass,0,0,0,0
NCP,0,10000000,100000,TRIPURA,12th Pass,1,0,0,0
INC,1,100000000,1700000,KARNATAKA,Graduate,0,0,0,0
BJP,3,30000000,3100000,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,0,6600000,30000000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,0,100000000,20000000,GUJARAT,10th Pass,0,0,0,0
INC,0,40000000,1000000,JHARKHAND,8th Pass,0,1,0,0
INC,0,5400000,60000000,KARNATAKA,Graduate Professional,0,0,0,0
AAP,1,440000000,0,ODISHA,Post Graduate,0,0,0,0
DMK,73,9600000,1700000,TAMIL NADU,10th Pass,0,0,0,0
DMK,73,150000000,900000,TAMIL NADU,10th Pass,0,0,0,0
INC,1,140000000,40000000,KARNATAKA,Graduate Professional,0,0,0,0
NCP,9,110000000,800000,MAHARASHTRA,12th Pass,1,0,0,0
INC,1,280000000,5900000,KARNATAKA,Graduate Professional,0,0,0,0
IND,0,40000000,5700000,MANIPUR,12th Pass,0,1,0,0
BJP,0,20000000,7400000,HARYANA,Graduate,0,0,0,0
INC,0,220000000,300000,GOA,Post Graduate,0,0,0,0
BJP,0,30000000,0,UTTAR PRADESH,Post Graduate,1,0,1,0
BJP,3,10000000,1100000,TAMIL NADU,12th Pass,1,0,0,0
RJD,11,10000000,500000,BIHAR,Post Graduate,0,0,0,0
BJP,0,20000000,6300000,ODISHA,Post Graduate,0,0,0,0
INC,8,40000000,140000000,HARYANA,Graduate Professional,0,0,0,0
YSRCP,0,10000000,1600000,ANDHRA PRADESH,8th Pass,0,0,0,0
RJD,4,10000000,4500000,BIHAR,Doctorate,1,0,0,0
INC,1,2100000,60000000,KARNATAKA,Graduate Professional,0,0,0,0
INC,1,2100000,800000,KERALA,Graduate Professional,0,0,0,1
DMK,3,30000000,800000,TAMIL NADU,12th Pass,0,0,0,0
INC,1,1300000,3800000,JHARKHAND,12th Pass,0,0,0,0
SHS,4,0,40000000,MAHARASHTRA,12th Pass,0,0,0,0
YSRCP,0,160000000,20000000,ANDHRA PRADESH,Graduate,0,0,0,0
BJP,0,100000000,10000000,ASSAM,Graduate,0,0,0,0
YSRCP,1,10000000,30000000,ANDHRA PRADESH,Graduate,0,0,0,0
BJP,0,70000000,1500000,BIHAR,12th Pass,0,0,0,0
AAP,0,270000000,6000000,KARNATAKA,Post Graduate,0,0,0,0
DMK,14,10000000,1700000,TAMIL NADU,12th Pass,0,0,0,0
SP,1,10000000,800000,UTTAR PRADESH,10th Pass,0,0,0,0
SP,1,40000000,4500000,UTTAR PRADESH,12th Pass,0,0,0,0
AAP,0,10000000,1500000,PUNJAB,Post Graduate,0,0,0,0
SP,0,20000000,900000,UTTAR PRADESH,Post Graduate,1,0,0,0
BJP,0,100000000,7400000,HARYANA,Graduate,1,0,0,0
BJP,0,170000000,130000000,MANIPUR,12th Pass,0,0,0,0
BJP,0,10000000,3500000,MADHYA PRADESH,Post Graduate,0,0,0,0
BJP,0,60000000,7500000,UTTAR PRADESH,Graduate Professional,1,0,0,0
BJP,0,30000000,0,UTTARAKHAND,Others,0,0,0,0
BJP,0,100000000,300000,GUJARAT,10th Pass,0,0,0,0
INC,0,140000000,20000000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,0,10000000,10000000,UTTAR PRADESH,Doctorate,1,0,1,0
INC,1,40000000,6900000,KERALA,Graduate Professional,0,0,0,1
BJP,1,8600000,9800000,JHARKHAND,10th Pass,0,0,0,0
RJD,0,20000000,2000000,BIHAR,10th Pass,1,0,0,0
JD(U),0,10000000,400000,BIHAR,Doctorate,1,0,0,0
AAP,1,40000000,0,PUNJAB,10th Pass,0,0,0,0
BJP,1,8200000,700000,RAJASTHAN,10th Pass,0,0,0,0
INC,0,210000000,1900000,GUJARAT,Graduate,0,0,0,0
AITC,1,5600000,1700000,WEST BENGAL,8th Pass,0,0,0,0
BJP,0,40000000,800000,WEST BENGAL,12th Pass,0,1,0,0
BJP,5,920000000,7500000,MANIPUR,Graduate,0,0,0,0
BJP,1,220000000,0,UTTAR PRADESH,10th Pass,0,0,0,0
IND,1,10000000,130000000,ANDHRA PRADESH,12th Pass,0,0,0,0
BJP,0,5600000,1800000,MADHYA PRADESH,Post Graduate,1,0,0,0
BJP,0,4900000,0,TRIPURA,12th Pass,1,0,0,0
YSRCP,4,70000000,10000000,ANDHRA PRADESH,Graduate Professional,0,0,0,0
SP,1,130000000,20000000,UTTAR PRADESH,Graduate Professional,1,0,1,0
BJP,0,20000000,100000,MADHYA PRADESH,5th Pass,1,0,0,0
DMK,29,150000000,4300000,TAMIL NADU,Post Graduate,0,0,0,0
BJD,0,440000000,1600000,ODISHA,Graduate,0,0,0,0
INC,0,0,5000000,CHHATTISGARH,Post Graduate,0,1,0,0
BJP,1,130000000,0,UTTAR PRADESH,Graduate Professional,1,0,1,0
BJP,8,50000000,3900000,KARNATAKA,12th Pass,0,0,0,0
BJP,0,80000000,10000000,MADHYA PRADESH,Graduate,0,0,0,0
BJD,73,2800000,240000000,ODISHA,10th Pass,0,0,0,0
BJP,3,5600000,1600000,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,1,60000000,2300000,UTTAR PRADESH,Graduate,0,0,0,0
AAP,0,90000000,4000000,DELHI,Post Graduate,0,0,0,0
BJP,8,10000000,5100000,KERALA,10th Pass,0,0,0,0
BJP,0,40000000,0,MADHYA PRADESH,12th Pass,0,0,0,0
INC,1,10000000,10000000,KARNATAKA,Doctorate,0,0,0,0
INC,0,30000000,2700000,HIMACHAL PRADESH,12th Pass,0,0,0,0
AIADMK,0,50000000,7200000,RAJASTHAN,10th Pass,0,0,0,0
IND,0,100000000,0,RAJASTHAN,Graduate Professional,1,0,0,0
Sikkim Krantikari Morcha,0,6200000,200000,SIKKIM,Graduate,1,0,0,0
SP,0,130000000,100000,UTTAR PRADESH,Post Graduate,1,0,1,0
BJD,0,300000000,1600000,ODISHA,Post Graduate,0,0,0,0
INC,1,270000000,40000000,ANDHRA PRADESH,Post Graduate,0,0,0,0
JMM,5,10000000,4100000,JHARKHAND,8th Pass,0,1,0,0
AAP,0,390000000,20000000,DELHI,10th Pass,0,0,0,0
INC,1,20000000,0,KERALA,Graduate Professional,0,0,0,0
BJP,0,20000000,2800000,UTTAR PRADESH,12th Pass,0,0,0,0
Tipra Motha Party,0,1200000,0,TRIPURA,10th Pass,0,0,0,0
BJP,0,6200000,3400000,UTTAR PRADESH,Post Graduate,1,0,0,0
AIADMK,0,70000000,1300000,TAMIL NADU,Post Graduate,0,0,0,0
INC,0,40000000,10000000,CHHATTISGARH,Post Graduate,0,1,0,0
BJP,0,80000000,700000,ASSAM,Graduate,0,0,0,0
CPI(M),6,10000000,1400000,KERALA,Graduate Professional,0,0,0,1
INC,2,490000000,1140000000,KARNATAKA,Graduate,0,0,0,0
INC,1,90000000,4800000,KERALA,Graduate Professional,0,0,0,1
BJP,0,100000000,1100000,HARYANA,Graduate Professional,0,0,0,0
BJP,1,60000000,200000,UTTAR PRADESH,Graduate Professional,1,0,0,0
SHS,2,0,40000000,KARNATAKA,Graduate Professional,0,0,0,0
INC,1,260000000,8700000,ODISHA,Graduate Professional,0,0,0,0
BJP,0,10000000,500000,GUJARAT,Others,0,0,0,0
JD(U),4,10000000,0,BIHAR,Doctorate,0,0,0,0
SP,4,120000000,20000000,MAHARASHTRA,Graduate Professional,1,0,0,0
IND,0,690000000,100000000,KERALA,8th Pass,0,0,0,0
BJP,0,220000000,10000000,MADHYA PRADESH,Graduate,0,0,0,0
AAP,1,0,500000,ODISHA,Graduate Professional,0,0,0,0
AAP,1,10000000,900000,DELHI,10th Pass,0,0,0,0
BJP,0,7900000,7200000,KARNATAKA,Graduate,0,0,0,0
AITC,1,300000000,7400000,WEST BENGAL,8th Pass,0,0,0,0
JD(S),13,60000000,2300000,TAMIL NADU,Post Graduate,0,0,0,0
BJP,1,40000000,0,UTTAR PRADESH,10th Pass,0,0,0,0
BJP,0,0,0,MANIPUR,10th Pass,0,0,0,0
YSRCP,0,140000000,7500000,ANDHRA PRADESH,Graduate Professional,0,0,0,0
BJP,0,230000000,1900000,ODISHA,Graduate,0,0,0,0
BJP,0,90000000,1500000,WEST BENGAL,Post Graduate,0,1,0,0
BJP,43,200000000,330000000,KARNATAKA,8th Pass,0,0,0,0
AITC,11,9500000,300000,WEST BENGAL,Post Graduate,0,0,0,0
BJP,0,10000000,600000,GUJARAT,8th Pass,0,1,0,0
BJP,2,170000000,0,UTTAR PRADESH,Graduate Professional,0,0,0,0
INC,0,120000000,300000,ASSAM,Graduate Professional,0,0,0,0
SHS,6,270000000,2200000,MAHARASHTRA,12th Pass,0,0,0,0
AAP,1,0,20000000,PUNJAB,Graduate Professional,0,0,0,0
BJP,0,10000000,100000,GUJARAT,Literate,0,0,0,0
DMK,9,140000000,20000000,TAMIL NADU,Graduate Professional,0,0,0,0
YSRCP,0,30000000,50000000,TAMIL NADU,10th Pass,0,0,0,0
RJD,4,10000000,100000,BIHAR,Doctorate,0,0,0,0
INC,1,2740000000,210000000,KARNATAKA,Post Graduate,0,0,0,0
INC,1,20000000,3500000,KERALA,Graduate Professional,0,0,0,1
NCP,4,40000000,0,UTTAR PRADESH,10th Pass,1,0,0,0
BJP,1,260000000,5000000,UTTARAKHAND,Post Graduate,0,0,0,0
BJD,0,10000000,1900000,ODISHA,Post Graduate,0,0,0,0
YSRCP,0,4900000,2500000,ANDHRA PRADESH,10th Pass,0,0,0,0
Tipra Motha Party,0,40000000,1600000,MAHARASHTRA,10th Pass,0,0,0,0
YSRCP,0,130000000,150000000,ANDHRA PRADESH,Post Graduate,0,0,0,0
INC,1,720000000,9300000,KARNATAKA,Graduate Professional,0,0,0,0
DMK,9,6700000,800000,TAMIL NADU,Post Graduate,0,0,0,0
AITC,0,320000000,0,WEST BENGAL,Post Graduate,1,0,0,0
BJP,0,100000000,0,HARYANA,10th Pass,0,0,0,0
INC,2,270000000,4400000,MADHYA PRADESH,12th Pass,0,0,0,0
AITC,11,680000000,0,WEST BENGAL,10th Pass,0,0,0,0
IND,3,10000000,1500000,TAMIL NADU,Graduate Professional,0,0,0,0
DMK,9,10000000,20000000,TAMIL NADU,Graduate Professional,0,0,0,0
INC,1,4500000,6500000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,1,190000000,0,HARYANA,Graduate Professional,0,0,0,1
BJP,0,170000000,10000000,HARYANA,Graduate,0,0,0,0
BJP,0,30000000,1300000,CHHATTISGARH,12th Pass,0,1,0,0
NPP,0,500000,0,MEGHALAYA,10th Pass,0,1,0,0
BJP,0,10000000,9400000,UTTARAKHAND,12th Pass,0,0,0,0
CPI(M),0,0,0,KERALA,Graduate Professional,0,0,0,1
INC,1,40000000,110000000,GOA,Graduate,0,0,0,0
BJP,0,20000000,300000,GUJARAT,12th Pass,0,0,0,0
CPI(M),0,5900000,7000000,KERALA,10th Pass,0,0,0,0
BJP,0,80000000,10000000,ASSAM,Graduate,0,0,0,0
BJP,0,190000000,10000000,HARYANA,10th Pass,0,0,0,0
INC,8,400000,230000000,KARNATAKA,Graduate Professional,0,0,0,0
INC,1,40000000,0,HARYANA,Post Graduate,0,0,0,0
DMK,4,130000000,2000000,UTTAR PRADESH,Graduate,0,0,0,0
INC,7,0,60000000,MAHARASHTRA,Graduate Professional,0,0,0,0
INC,0,2700000,4300000,HARYANA,Post Graduate,0,0,0,0
BJP,4,4500000,280000000,KARNATAKA,Post Graduate,0,0,0,0
CPI(M),7,3700000,1400000,KERALA,Graduate Professional,0,0,0,1
BJD,0,300000000,3700000,ODISHA,Post Graduate,0,0,0,0
BJP,0,40000000,2600000,NAGALAND,Post Graduate,0,0,0,0
SP,0,10000000,10000000,UTTAR PRADESH,Post Graduate,1,0,0,0
BJP,0,4900000,2100000,ASSAM,Graduate,0,0,0,0
SP,1,130000000,0,UTTAR PRADESH,Graduate Professional,1,0,1,0
BJP,0,30000000,20000000,UTTAR PRADESH,12th Pass,1,0,0,0
INC,1,540000000,900,KARNATAKA,Graduate Professional,0,0,0,0
BJP,0,120000000,10000000,UTTAR PRADESH,Graduate Professional,1,0,0,0
YSRCP,0,20000000,200000,SIKKIM,Graduate,0,0,0,0
BJP,0,130000000,0,UTTAR PRADESH,Post Graduate,1,0,0,0
SHS,0,50000000,30000000,MAHARASHTRA,12th Pass,0,0,0,0
INC,7,210000000,230000000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,0,0,10000000,GUJARAT,8th Pass,0,1,0,0
BJP,0,80000000,10000000,MANIPUR,Graduate,0,0,0,0
INC,7,11560000000,800000,KARNATAKA,Graduate Professional,0,0,0,0
INC,7,50000000,20000000,KERALA,Post Graduate,0,0,0,0
SP,1,20000000,3600000,UTTAR PRADESH,Graduate,0,0,0,0
BJP,0,10000000,1000000,UTTAR PRADESH,Post Graduate,0,0,0,0
TDP,0,6200000,1900000,HARYANA,Graduate,0,0,0,0
INC,1,10000000,60000000,HARYANA,Graduate Professional,0,0,0,0
BJP,0,270000000,40000000,HARYANA,5th Pass,0,0,0,0
BJP,1,10000000,40000000,UTTAR PRADESH,Graduate Professional,1,0,0,0
AAP,0,20000000,400000,PUNJAB,12th Pass,0,0,0,0
BJP,0,5700000,2700000,DELHI,Graduate Professional,1,0,0,0
BJP,1,2200000,1300000,UTTAR PRADESH,Post Graduate,0,0,0,0
SP,3,220000000,10000000,UTTAR PRADESH,Graduate,0,0,0,0
BJP,1,7900000,7200000,ARUNACHAL PRADESH,Graduate Professional,0,0,0,0
BJP,0,10000000,1500000,HIMACHAL PRADESH,Post Graduate,1,0,0,0
BJP,0,10000000,1500000,GUJARAT,12th Pass,0,0,0,0
BJP,1,20000000,1600000,UTTAR PRADESH,Graduate Professional,0,0,0,0
JD(U),0,0,400000,BIHAR,Graduate,0,0,0,0
BJP,0,3600000,5700000,UTTAR PRADESH,Graduate Professional,0,0,0,0
CPI,1,10000000,0,KERALA,Graduate Professional,0,0,0,1
CPI(M),0,90000000,90000,HIMACHAL PRADESH,Graduate Professional,0,0,0,0
YSRCP,3,10000000,5900000,KARNATAKA,Graduate Professional,0,0,1,0
JD(U),0,20000000,2000000,ANDHRA PRADESH,Post Graduate,0,0,0,0
INC,14,100000000,79000,KARNATAKA,Graduate Professional,0,0,0,0
DMK,17,10000000,1100000,TAMIL NADU,Graduate,0,0,0,0
TDP,0,9500000,5400000,ANDHRA PRADESH,Graduate,0,0,0,0
DMK,12,1910000000,50000,TAMIL NADU,Graduate Professional,0,0,0,0
SP,0,140000000,1800000,MANIPUR,Graduate Professional,0,0,1,0
BJP,1,110000000,20000000,KARNATAKA,Graduate,0,0,0,0
SP,5,10000000,0,WEST BENGAL,Graduate Professional,0,0,0,0
AITC,0,9500000,0,WEST BENGAL,Post Graduate,0,0,0,0
BJD,3,10000000,7500000,ODISHA,10th Pass,0,0,0,0
BJP,1,80000000,2400000,UTTAR PRADESH,Post Graduate,0,0,0,0
BJP,0,10000000,3200000,UTTAR PRADESH,10th Pass,0,0,0,0
INC,27,8900000,3100000,ANDHRA PRADESH,12th Pass,0,0,0,0
BJP,0,6500000,10000000,HARYANA,Graduate,0,0,0,0
